"Seq ID","Seq Description","GO ID","HUBGENE"
"ppt_245831","D5ADJ9tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_245865","A0A061DUF4tr=Myb domain protein 7, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_245992","Isoform2 of Protein RADIALIS-like 1 OS=Arabidopsis thaliana GN=RL1","GO:0006355, GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_245993","Isoform2 of Protein RADIALIS-like 1 OS=Arabidopsis thaliana GN=RL1","GO:0006355, GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_245994","Isoform2 of Protein RADIALIS-like 1 OS=Arabidopsis thaliana GN=RL1","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_245995","Isoform2 of Protein RADIALIS-like 1 OS=Arabidopsis thaliana GN=RL1","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_246168","A0A1D1ZEU8tr=Zinc finger MIZ domain-containing protein 2  Anthurium amnicola","GO:0006355, GO:0003677, GO:0003700, GO:0008270, GO:0016874, GO:0005634","NO-H"
"ppt_247160","O04681sp=Pathogenesis-related genes transcriptional activator PTI5 Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","GO:0006355, GO:0006952, GO:0010200, GO:0003677, GO:0003700, GO:0005634, GO:0016021","NO-H"
"ppt_247161","O04681sp=Pathogenesis-related genes transcriptional activator PTI5 Solanum lycopersicum (Tomato) (Lycopersicon esculentum)","GO:0006355, GO:0006952, GO:0010200, GO:0003677, GO:0003700, GO:0005634, GO:0016021","NO-H"
"ppt_247162","A0A199W690tr=Ethylene-responsive transcription factor 2  Ananas comosus (Pineapple) (Ananas ananas)","GO:0006355, GO:0010200, GO:0003677, GO:0003700, GO:0005634, GO:0016021","NO-H"
"ppt_247163","EnsemblPlants:GLYMA05G05180.1} Glycine max (Soybean) (Glycine hispida)","GO:0006355, GO:0006952, GO:0010200, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247639","A0A0B2Q2A7tr=Transcription factor bHLH126  Glycine soja (Wild soybean)","GO:0006357, GO:0000977, GO:0003677, GO:0003700, GO:0008134, GO:0046983, GO:0090575","NO-H"
"ppt_247803","A0A0P0VBN0tr=Os01g0899800 protein  Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247804","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247805","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247806","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247807","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247809","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247810","A0A0P0VBN0tr=Os01g0899800 protein  Oryza sativa subsp. japonica (Rice)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247811","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247812","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247813","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247814","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247815","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247816","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247817","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247818","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_247819","A0A088BUC1tr=Aintegumenta-like transcription factor baby boom  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_248613","Q94AW5sp=Ethylene-responsive transcription factor ERF003 Arabidopsis thaliana (Mouse-ear cress)","GO:0007154, GO:0009414, GO:0010143, GO:0010166, GO:0050794, GO:0051716, GO:0003700, GO:0043565","NO-H"
"ppt_248614","Q94AW5sp=Ethylene-responsive transcription factor ERF003 Arabidopsis thaliana (Mouse-ear cress)","GO:0007154, GO:0009414, GO:0010143, GO:0010166, GO:0050794, GO:0051716, GO:0003700, GO:0043565","NO-H"
"ppt_248623","A9NQM1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_248624","A9NQM1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_248625","A9NQM1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_248626","A9NQM1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_248627","A9NQM1tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_248704","Q9SCW4sp=Heat stress transcription factor B-2a Arabidopsis thaliana (Mouse-ear cress)","GO:0010200, GO:0061408, GO:0000978, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_248705","Q9SCW4sp=Heat stress transcription factor B-2a Arabidopsis thaliana (Mouse-ear cress)","GO:0010200, GO:0061408, GO:0000978, GO:0003700, GO:0005515, GO:0016740, GO:0005634","NO-H"
"ppt_248706","Q9SCW4sp=Heat stress transcription factor B-2a Arabidopsis thaliana (Mouse-ear cress)","GO:0008033, GO:0010200, GO:0032259, GO:0061408, GO:0000978, GO:0003700, GO:0003723, GO:0005515, GO:0008168, GO:0005634","NO-H"
"ppt_248770","P81395sp=Myb-related protein 330 Antirrhinum majus (Garden snapdragon)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_248771","G7L3J2tr=Myb transcription factor MIXTA-like protein  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_250041","A5JYE8tr=R2R3-MYB transcription factor MYB4  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_250088","A9PL76tr=TINY-like protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_250091","A9PL76tr=TINY-like protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_250092","A9PL76tr=TINY-like protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_250093","A9PL76tr=TINY-like protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_250750","A0A0C9RMW5tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_9986_1363 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0006952, GO:0009825, GO:0010200, GO:0030154, GO:0042335, GO:0045892, GO:0080090, GO:0080091, GO:0000976, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_250752","Q6R054tr=MYB transcription factor  Arabidopsis thaliana (Mouse-ear cress)","GO:0030154, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_250782","A0A0B2R3A5tr=Dof zinc finger protein DOF5.2  Glycine soja (Wild soybean)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_250783","A0A0B2R3A5tr=Dof zinc finger protein DOF5.2  Glycine soja (Wild soybean)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_250786","A0A0B2R3A5tr=Dof zinc finger protein DOF5.2  Glycine soja (Wild soybean)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_250787","A0A0B2R3A5tr=Dof zinc finger protein DOF5.2  Glycine soja (Wild soybean)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_251281","Q02283sp=Homeobox-leucine zipper protein HAT5 Arabidopsis thaliana (Mouse-ear cress)","GO:0009637, GO:0009651, GO:0009965, GO:0017148, GO:0045893, GO:0003700, GO:0008483, GO:0042803, GO:0043565, GO:0005634","NO-H"
"ppt_251282","Q02283sp=Homeobox-leucine zipper protein HAT5 Arabidopsis thaliana (Mouse-ear cress)","GO:0009637, GO:0009651, GO:0009965, GO:0017148, GO:0045893, GO:0003700, GO:0008483, GO:0042803, GO:0043565, GO:0005634","NO-H"
"ppt_251497","Q9SXS8sp=Ethylene-responsive transcription factor 3 Nicotiana tabacum (Common tobacco)","GO:0006355, GO:0006952, GO:0010105, GO:0003677, GO:0003700, GO:0003899, GO:0005515, GO:0032549, GO:0005634","NO-H"
"ppt_251498","Q9SXS8sp=Ethylene-responsive transcription factor 3 Nicotiana tabacum (Common tobacco)","GO:0009414, GO:0009737, GO:0045892, GO:0003700, GO:0003899, GO:0032549, GO:0043565, GO:0005634","NO-H"
"ppt_251499","Q9FE67sp=Ethylene-responsive transcription factor 9 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009873, GO:0019760, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_251993","A0A0D6R148tr=Uncharacterized protein  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_251994","A0A0D6R148tr=Uncharacterized protein  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_251995","A0A0C9S414tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_26659_1675 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_251996","A0A0C9S414tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_26659_1675 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_251997","A0A0D6R148tr=Uncharacterized protein  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_251998","B9HH88tr=WRKY transcription factor 15 family protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_252136","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0006355, GO:0009409, GO:0009909, GO:0042742, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_252137","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0002237, GO:0006355, GO:0009409, GO:0009909, GO:0042742, GO:0048653, GO:0071588, GO:0003700, GO:0042803, GO:0043565, GO:0005634","NO-H"
"ppt_252138","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0006355, GO:0009409, GO:0009909, GO:0042742, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_252139","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0002237, GO:0006355, GO:0009409, GO:0009909, GO:0042742, GO:0048653, GO:0071588, GO:0003700, GO:0042803, GO:0043565, GO:0005634","NO-H"
"ppt_252143","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0009909, GO:0045893, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_252144","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0009909, GO:0045893, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_252145","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0009909, GO:0045893, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_252146","O24160sp=TGACG-sequence-specific DNA-binding protein TGA-2.1 Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0009909, GO:0045893, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_252486","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0006355, GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_252836","A0A1B4Z1J3tr=SQUAMOSA promoter-binding protein-like protein  Marchantia polymorpha subsp. ruderalis","GO:0006355, GO:0009908, GO:0003677, GO:0003700, GO:0046872, GO:0005634, GO:0016021","NO-H"
"ppt_253351","C0Z2L5sp=bZIP transcription factor 44  Arabidopsis thaliana (Mouse-ear cress)","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_253352","C0Z2L5sp=bZIP transcription factor 44  Arabidopsis thaliana (Mouse-ear cress)","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_253353","C0Z2L5sp=bZIP transcription factor 44  Arabidopsis thaliana (Mouse-ear cress)","GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_253354","C0Z2L5sp=bZIP transcription factor 44  Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009845, GO:0045893, GO:0000976, GO:0003677, GO:0003700, GO:0005515, GO:0043565, GO:0046982, GO:0005634","NO-H"
"ppt_253742","A0A0M3R802tr=WRKY11 transcription factor  Ginkgo biloba (Ginkgo) (Maidenhair tree)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_253743","A0A0M3R802tr=WRKY11 transcription factor  Ginkgo biloba (Ginkgo) (Maidenhair tree)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_253744","A0A0M3R802tr=WRKY11 transcription factor  Ginkgo biloba (Ginkgo) (Maidenhair tree)","GO:0006355, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_254140","Q9LW49sp=Ethylene-responsive transcription factor 4 Nicotiana sylvestris (Wood tobacco) (South American tobacco)","GO:0006355, GO:0006952, GO:0009873, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_254890","A0A0B0MT16tr=Protein lin-54  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0006355, GO:0006468, GO:0007275, GO:0000977, GO:0003700, GO:0004672, GO:0005524, GO:0046872, GO:0005634","NO-H"
"ppt_255011","B9T7X6tr=Transcription factor, putative  Ricinus communis (Castor bean)","GO:0006355, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_255039","A9RL95tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0000712, GO:0000727, GO:0006355, GO:0031573, GO:0090305, GO:0003700, GO:0043565, GO:0048257, GO:0005634, GO:0048476","NO-H"
"ppt_255041","A9RL95tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0000712, GO:0000727, GO:0006355, GO:0031573, GO:0003700, GO:0043565, GO:0048257, GO:0005634, GO:0048476","NO-H"
"ppt_255060","A0A0C9RHZ0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_19233_2017 transcribed RNA sequence  Wollemia nobilis","GO:0006352, GO:0006355, GO:0003700, GO:0016021","NO-H"
"ppt_255338","A0A0A7NV12tr=CBF-like protein CBF7  Deschampsia antarctica (Antarctic hair grass)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_255339","A0A0A7NV12tr=CBF-like protein CBF7  Deschampsia antarctica (Antarctic hair grass)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_255340","A0A0A7NV12tr=CBF-like protein CBF7  Deschampsia antarctica (Antarctic hair grass)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_255341","Q39127sp=Ethylene-responsive transcription factor TINY Arabidopsis thaliana (Mouse-ear cress)","GO:0003677, GO:0003700, GO:0005515","NO-H"
"ppt_255342","Q39127sp=Ethylene-responsive transcription factor TINY Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_255343","Q39127sp=Ethylene-responsive transcription factor TINY Arabidopsis thaliana (Mouse-ear cress)","GO:0003677, GO:0003700, GO:0005515","NO-H"
"ppt_255344","Q39127sp=Ethylene-responsive transcription factor TINY Arabidopsis thaliana (Mouse-ear cress)","GO:0003677, GO:0003700, GO:0005515","NO-H"
"ppt_255345","A0A103XRF2tr=AP2/ERF domain-containing protein  Cynara cardunculus var. scolymus (Artichoke) (Cynara scolymus)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_255346","EnsemblPlants:GLYMA08G03910.1} Glycine max (Soybean) (Glycine hispida)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_255582","Q8W3M3sp=Ethylene-responsive transcription factor RAP2-9 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0009409, GO:0009873, GO:0010200, GO:0010941, GO:0042742, GO:0003677, GO:0003700, GO:0005515, GO:0005634","NO-H"
"ppt_256416","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_256418","Isoform2 of MADS-box transcription factor 7 OS=Oryza sativa subsp. japonica GN=MADS7","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_256422","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_256423","Isoform2 of MADS-box transcription factor 7 OS=Oryza sativa subsp. japonica GN=MADS7","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_256425","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_256426","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_256878","A0A0C9S4W4tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_13648_1878 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0005634, GO:0016020","NO-H"
"ppt_256881","A0A0C9S4W4tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_13648_1878 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0005634, GO:0016020","NO-H"
"ppt_257022","A0A059Q7A6tr=WRKY transcription factor 54  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_257023","A0A059Q7A6tr=WRKY transcription factor 54  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_257025","A0A0C9RG19tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28886_1658 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_257028","A0A0D5Y985tr=WRKY protein  Salvia miltiorrhiza (Chinese sage)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_257029","A0A0C9RG19tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28886_1658 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_257030","A0A0C9RG19tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_28886_1658 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_257031","A0A0P0UVX1tr=Transcription factor  Solanum tuberosum (Potato)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_257032","A0A088BK76tr=WRKY1  Chrysanthemum morifolium (Florist's daisy) (Dendranthema grandiflorum)","GO:0006355, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_259385","D5ADJ9tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_259548","I0Z2B7tr=Fasciclin-domain-containing protein  Coccomyxa subellipsoidea (strain C-169) (Green microalga)","GO:0006352, GO:0006355, GO:0003700, GO:0005615, GO:0016020, GO:0016021","NO-H"
"ppt_259821","A9NK16tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
